lat,lng,signal_dbm,network_type,mcc,mnc,cell_id,range,samples
12.9,77.61,-95,2G,404,71,56383,1000,1
12.9,77.61,-95,2G,404,44,3021,1189,1
12.9,77.62,-95,4G,404,86,204900103,1000,1
12.9,77.62,-95,4G,405,861,165392,1000,1
12.9,77.61,-95,3G,404,45,26290908,1000,1
12.9,77.61,-95,2G,405,10,61203,1000,1
12.9,77.61,-95,2G,405,10,30882,1000,1
12.9,77.61,-95,4G,405,861,21285,1000,1
12.9,77.62,-95,2G,404,86,47322,1000,1
12.9,77.62,-95,2G,404,86,35221,1000,1
12.9,77.62,-95,2G,404,45,54301,1000,1
12.9,77.62,-95,2G,404,45,24571,1000,1
12.9,77.62,-95,3G,405,34,144109,1000,1
12.9,77.62,-95,3G,405,34,292711,1000,1
12.9,77.62,-95,2G,404,45,62673,1000,1
12.9,77.62,-95,3G,404,86,20941850,1000,1
12.9,77.62,-95,3G,404,71,20992026,1000,1
12.9,77.63,-95,3G,404,45,26424729,1000,1
12.9,77.62,-95,3G,404,45,27316997,1000,1
12.9,77.62,-95,2G,404,45,21741,1000,1
12.9,77.62,-95,2G,404,45,12939,1000,1
12.9,77.62,-95,2G,404,45,12937,1000,1
12.9,77.62,-95,2G,404,45,56491,1000,1
12.9,77.62,-95,2G,404,45,56383,1000,1
12.9,77.62,-95,2G,405,803,19741,1000,1
12.9,77.62,-95,3G,404,86,20938731,1000,1
12.9,77.62,-95,2G,404,45,10533,1000,1
12.9,77.62,-95,2G,404,45,63271,1000,1
12.9,77.62,-95,2G,404,45,16461,1000,1
12.9,77.62,-95,2G,404,45,3781,1000,1
12.9,77.62,-95,2G,404,45,6963,1000,1
12.9,77.62,-95,2G,404,45,45521,1000,1
12.9,77.62,-95,2G,404,86,6963,1000,1
12.9,77.63,-95,2G,404,45,17341,1000,1
12.9,77.63,-95,3G,404,45,27280317,1000,1
12.9,77.63,-95,2G,405,34,13052,1000,1
12.9,77.63,-95,2G,404,44,752,1000,1
12.9,77.63,-95,2G,404,86,16462,1000,1
12.9,77.63,-95,4G,404,44,11054122,1000,1
12.9,77.63,-95,3G,404,45,27280323,1000,1
12.9,77.63,-95,2G,404,86,16463,1000,1
12.9,77.63,-95,4G,404,45,443914,1000,1
12.9,77.63,-95,2G,404,45,13723,1000,1
12.9,77.63,-95,3G,404,71,21458866,1000,1
12.9,77.63,-95,3G,404,45,26424732,1000,1
12.9,77.62,-95,3G,404,45,27277003,1000,1
12.9,77.62,-95,4G,404,86,204978183,1000,1
12.9,77.63,-95,3G,404,45,27287569,1000,1
12.9,77.62,-95,3G,405,34,162247,1000,1
12.9,77.62,-95,2G,404,44,4333,1000,1
12.9,77.62,-95,3G,404,45,27270289,1000,1
12.9,77.63,-95,4G,404,45,629505,1000,1
12.9,77.62,-95,2G,405,34,31252,1000,1
12.9,77.63,-95,3G,404,45,27270288,1000,1
12.9,77.63,-95,3G,404,45,27287568,1000,1
12.9,77.62,-95,2G,404,45,7313,1000,1
12.9,77.62,-95,2G,405,34,31251,1000,1
12.9,77.62,-95,4G,404,86,204978184,1000,1
12.9,77.62,-95,2G,404,86,6962,1000,1
12.9,77.62,-95,3G,404,45,27317004,1000,1
12.9,77.63,-95,2G,404,86,16461,1000,1
12.9,77.63,-95,2G,404,86,16501,1000,1
12.9,77.63,-95,4G,404,45,387595,1000,1
12.9,77.63,-95,2G,404,45,9912,1000,1
12.9,77.63,-95,4G,405,861,110641,1000,1
12.9,77.63,-95,2G,405,10,38083,1000,1
12.9,77.64,-95,2G,405,10,60521,1000,1
12.9,77.64,-95,2G,404,86,23421,1000,1
12.9,77.63,-95,3G,405,803,3018474,1000,1
12.9,77.63,-95,3G,405,803,3018476,1000,1
12.9,77.63,-95,2G,404,45,13721,1000,1
12.9,77.63,-95,3G,404,45,26453079,1000,1
12.9,77.63,-95,2G,404,45,13722,1000,1
12.9,77.63,-95,3G,404,45,26453080,1000,1
12.9,77.63,-95,3G,404,45,26426152,1000,1
12.9,77.63,-95,4G,404,45,351243,1000,1
12.9,77.63,-95,4G,404,45,761100,1000,1
12.9,77.63,-95,4G,404,45,1589760,1000,1
12.9,77.63,-95,4G,404,45,1589770,1000,1
12.9,77.63,-95,2G,404,86,12291,1000,1
12.9,77.63,-95,2G,404,86,12293,1000,1
12.9,77.63,-95,4G,404,45,351233,1000,1
12.9,77.63,-95,2G,404,86,12292,1000,1
12.9,77.63,-95,2G,404,45,15142,1000,1
12.9,77.63,-95,2G,404,45,8353,1000,1
12.9,77.63,-95,2G,404,45,62103,1000,1
12.9,77.63,-95,3G,405,803,13185335,1000,1
12.9,77.63,-95,3G,404,71,20991556,1000,1
12.9,77.63,-95,2G,404,44,3283,1000,1
12.9,77.63,-95,2G,404,44,1083,1000,1
12.9,77.63,-95,3G,404,86,20935530,1000,1
12.9,77.63,-95,3G,404,86,20867284,1000,1
12.9,77.63,-95,3G,404,86,26414151,1000,1
12.9,77.63,-95,2G,404,86,62201,1000,1
12.9,77.63,-95,4G,404,86,205125384,1000,1
12.9,77.63,-95,4G,404,45,387594,1000,1
12.9,77.63,-95,4G,405,861,110629,1000,1
12.9,77.63,-95,4G,404,45,351244,1000,1
12.9,77.63,-95,3G,404,45,26426150,1000,1
12.9,77.63,-95,4G,404,45,387585,1000,1
12.9,77.63,-95,3G,404,71,3233,1000,1
12.9,77.63,-95,2G,404,86,28172,1000,1
12.9,77.64,-95,4G,404,45,213762,1000,1
12.9,77.64,-95,4G,404,86,205125383,1000,1
12.9,77.64,-95,2G,404,45,24211,1000,1
12.9,77.64,-95,3G,404,45,26447950,1000,1
12.9,77.64,-95,3G,404,45,28126882,1000,1
12.9,77.64,-95,3G,404,86,20872575,1000,1
12.9,77.64,-95,2G,405,34,30422,1000,1
12.9,77.65,-95,2G,404,45,11923,1000,1
12.9,77.65,-95,4G,404,45,1582082,1000,1
12.9,77.65,-95,4G,404,86,205878791,1000,1
12.9,77.64,-95,2G,405,34,6072,1000,1
12.9,77.64,-95,2G,404,13,19931,1000,1
12.9,77.64,-95,2G,404,13,30592,1000,1
12.9,77.64,-95,3G,405,34,161498,1000,1
12.9,77.65,-95,2G,405,34,22771,1000,1
12.9,77.65,-95,3G,404,86,20864976,1000,1
12.9,77.65,-95,2G,404,86,19931,1000,1
12.9,77.65,-95,2G,404,86,42143,1000,1
12.9,77.65,-95,2G,404,45,19161,1000,1
12.9,77.65,-95,3G,404,45,26430175,1000,1
12.9,77.65,-95,4G,404,44,10966826,1000,1
12.9,77.65,-95,4G,404,86,205878792,1000,1
12.9,77.65,-95,4G,404,45,490506,1000,1
12.9,77.65,-95,3G,405,803,13185725,1000,1
12.9,77.65,-95,2G,405,34,27093,1000,1
12.9,77.65,-95,3G,404,45,26472810,1000,1
12.9,77.65,-95,3G,405,34,158167,1000,1
12.9,77.65,-95,3G,404,45,26457811,1000,1
12.9,77.65,-95,3G,404,86,20864975,1000,1
12.9,77.65,-95,2G,404,86,46143,1000,1
12.9,77.65,-95,3G,404,45,26472817,1000,1
12.9,77.65,-95,3G,404,71,21458858,1000,1
12.9,77.65,-95,3G,404,86,18843,1000,1
12.9,77.65,-95,3G,404,86,20867176,1000,1
12.9,77.65,-95,4G,404,45,1582092,1000,1
12.9,77.65,-95,3G,404,45,26472815,1000,1
12.9,77.65,-95,4G,404,44,11069995,1000,1
12.9,77.65,-95,4G,404,45,490496,1000,1
12.9,77.65,-95,2G,404,45,61803,1000,1
12.9,77.64,-95,4G,404,45,619786,1000,1
12.9,77.64,-95,3G,404,45,26447469,1000,1
12.9,77.65,-95,2G,404,45,61802,1000,1
12.9,77.65,-95,2G,404,86,42142,1000,1
12.9,77.65,-95,2G,404,86,42141,1000,1
12.9,77.64,-95,3G,405,34,161499,1000,1
12.9,77.64,-95,2G,405,34,30423,1000,1
12.9,77.64,-95,2G,404,45,8352,1000,1
12.9,77.64,-95,4G,404,45,213771,1000,1
12.9,77.65,-95,2G,404,45,61801,1000,1
12.9,77.65,-95,2G,405,10,39691,1000,1
12.9,77.65,-95,3G,404,86,20864974,1000,1
12.9,77.65,-95,2G,404,44,4102,1000,1
12.9,77.65,-95,2G,404,45,11921,1000,1
12.9,77.65,-95,4G,405,861,858147,1000,1
12.9,77.65,-95,2G,404,44,1241,1000,1
12.9,77.65,-95,2G,404,45,53191,1000,1
12.9,77.65,-95,4G,405,861,1539120,1000,1
12.9,77.65,-95,4G,405,861,1539088,1000,1
12.9,77.65,-95,2G,404,45,35561,1000,1
12.9,77.66,-95,4G,404,45,1545739,1000,1
12.9,77.66,-95,4G,404,45,1545738,1000,1
12.9,77.66,-95,3G,404,86,20864345,1000,1
12.9,77.65,-95,3G,404,45,26422929,1000,1
12.9,77.65,-95,4G,405,861,284197,1000,1
12.9,77.65,-95,4G,405,861,858160,1000,1
12.9,77.65,-95,3G,404,45,26422937,1000,1
12.9,77.65,-95,3G,404,45,26431530,1000,1
12.9,77.65,-95,4G,404,45,305164,1000,1
12.9,77.65,-95,4G,404,86,205981192,1000,1
12.9,77.65,-95,4G,404,45,849665,1000,1
12.9,77.65,-95,2G,404,86,29103,1000,1
12.9,77.65,-95,2G,404,86,29101,1000,1
12.9,77.65,-95,3G,404,45,26449125,1000,1
12.9,77.65,-95,4G,405,861,1539107,1000,1
12.9,77.65,-95,4G,404,45,578314,1000,1
12.9,77.65,-95,4G,404,45,578316,1000,1
12.9,77.65,-95,3G,404,45,26446577,1000,1
12.9,77.65,-95,2G,404,86,29102,1000,1
12.9,77.65,-95,4G,404,45,1545740,1000,1
12.9,77.65,-95,4G,405,861,1539089,1000,1
12.9,77.65,-95,4G,404,86,205544966,1000,1
12.9,77.66,-95,3G,404,86,20864344,1000,1
12.9,77.66,-95,3G,404,45,26433805,1000,1
12.9,77.66,-95,4G,404,86,206063368,1000,1
12.9,77.66,-95,3G,404,45,26431721,1000,1
12.9,77.66,-95,3G,404,45,26433799,1000,1
12.9,77.66,-95,2G,405,34,57823,1000,1
12.9,77.65,-95,4G,404,45,232536074,1000,1
12.9,77.66,-95,3G,404,45,26471391,1000,1
12.9,77.65,-95,4G,404,45,849666,1000,1
12.9,77.65,-95,3G,404,45,26446571,1000,1
12.9,77.65,-95,3G,404,45,26446569,1000,1
12.9,77.65,-95,2G,405,34,45712,1000,1
12.9,77.65,-95,3G,404,45,26444199,1000,1
12.9,77.65,-95,4G,404,45,849664,1000,1
12.9,77.65,-95,4G,404,45,849674,1000,1
12.9,77.65,-95,3G,404,45,27417347,1000,1
12.9,77.66,-95,4G,405,861,905009,1000,1
12.9,77.66,-95,2G,404,45,20713,1000,1
12.9,77.66,-95,2G,404,45,60871,1000,1
12.9,77.66,-95,2G,404,86,64772,1000,1
12.9,77.66,-95,2G,405,34,13561,1000,1
12.9,77.66,-95,4G,404,44,11102506,1000,1
12.9,77.66,-95,2G,404,45,60381,1000,1
12.9,77.67,-95,2G,404,44,2653,1034,1
12.9,77.67,-95,4G,404,45,530178,1000,1
12.9,77.66,-95,2G,404,45,29681,1000,1
12.9,77.66,-95,4G,405,861,284707,1000,1
12.9,77.66,-95,4G,404,45,583424,1000,1
12.9,77.66,-95,2G,404,45,20712,1000,1
12.9,77.66,-95,4G,405,861,904979,1000,1
12.9,77.67,-95,4G,404,45,750592,1000,1
12.9,77.66,-95,4G,405,861,904976,1000,1
12.9,77.66,-95,4G,405,861,904995,1000,1
12.9,77.66,-95,3G,404,45,26431720,1000,1
12.9,77.66,-95,4G,404,45,530177,1000,1
12.9,77.66,-95,2G,404,86,64773,1000,1
12.9,77.66,-95,4G,404,45,530187,1000,1
12.9,77.66,-95,4G,404,86,205824262,1000,1
12.9,77.66,-95,3G,404,45,26431726,1000,1
12.9,77.66,-95,4G,404,44,11102507,1000,1
12.9,77.66,-95,4G,404,44,10883115,1000,1
12.9,77.66,-95,2G,404,45,22793,1000,1
12.9,77.66,-95,2G,404,45,22792,1000,1
12.9,77.66,-95,4G,405,861,284720,1000,1
12.9,77.67,-95,4G,404,45,750602,1000,1
12.9,77.66,-95,3G,404,45,26471389,1000,1
12.9,77.67,-95,2G,404,86,39691,1000,1
12.9,77.67,-95,4G,404,45,750594,1000,1
12.9,77.67,-95,4G,404,45,1545728,1000,1
12.9,77.66,-95,2G,404,86,15261,1000,1
12.9,77.66,-95,2G,404,86,64771,1000,1
12.9,77.66,-95,2G,404,45,27791,1000,1
12.9,77.66,-95,4G,404,44,11102505,1000,1
12.9,77.66,-95,3G,404,45,26419429,1000,1
12.9,77.66,-95,4G,404,86,206458119,1000,1
12.9,77.66,-95,4G,404,45,530186,1000,1
12.9,77.66,-95,2G,405,34,57821,1000,1
12.9,77.66,-95,4G,404,86,206458118,1000,1
12.9,77.67,-95,2G,405,34,40263,1000,1
12.9,77.66,-95,2G,404,44,1141,1496,1
12.9,77.67,-95,2G,404,45,42423,1000,1
12.9,77.68,-95,2G,404,86,45461,1000,1
12.9,77.67,-95,2G,404,45,22171,1000,1
12.9,77.68,-95,3G,404,45,27420661,1000,1
12.9,77.68,-95,3G,405,34,175367,1000,1
12.9,77.68,-95,3G,404,45,27430440,1000,1
12.9,77.68,-95,3G,404,45,27423369,1000,1
12.9,77.68,-95,4G,405,861,835890,1000,1
12.9,77.68,-95,3G,404,45,28137115,1000,1
12.9,77.68,-95,2G,405,34,44282,1000,1
12.9,77.68,-95,2G,405,34,39691,1000,1
12.9,77.68,-95,2G,405,34,19243,1000,1
12.9,77.68,-95,2G,405,34,47703,1000,1
12.9,77.68,-95,2G,405,34,45462,1000,1
12.9,77.68,-95,2G,405,34,42513,1000,1
12.9,77.67,-95,2G,404,44,3671,1000,1
12.9,77.68,-95,2G,404,45,22663,1000,1
12.9,77.67,-95,2G,404,45,53422,1000,1
12.9,77.68,-95,2G,404,45,61423,1000,1
12.9,77.67,-95,4G,404,45,1367563,1000,1
12.9,77.68,-95,3G,404,71,20992446,1000,1
12.9,77.68,-95,3G,404,71,20992995,1000,1
12.9,77.68,-95,3G,404,45,27430439,1000,1
12.9,77.68,-95,2G,404,44,723,1000,1
12.9,77.68,-95,4G,404,86,205136136,1000,1
12.9,77.67,-95,3G,404,80,34640540,13011,1
12.9,77.68,-95,2G,404,45,36523,1000,1
12.9,77.68,-95,2G,405,34,40262,1000,1
12.9,77.68,-95,2G,404,86,13133,1000,1
12.9,77.68,-95,2G,404,86,28493,1000,1
12.9,77.68,-95,3G,404,86,20878094,1000,1
12.9,77.68,-95,3G,404,45,27406647,1000,1
12.9,77.68,-95,4G,404,45,322305,1000,1
12.9,77.68,-95,2G,405,10,60031,1000,1
12.9,77.68,-95,2G,405,10,61453,1000,1
12.9,77.67,-95,2G,404,71,13038,1000,1
12.9,77.68,-95,2G,405,34,44283,1000,1
12.9,77.68,-95,2G,404,45,19193,1000,1
12.9,77.67,-95,2G,404,45,53421,1000,1
12.9,77.68,-95,3G,404,86,20853206,1000,1
12.9,77.67,-95,4G,405,861,1612338,1000,1
12.9,77.67,-95,2G,405,34,40261,1119,1
12.9,77.67,-95,2G,404,45,12593,1000,1
12.9,77.68,-95,3G,405,34,171339,1000,1
12.9,77.68,-95,3G,404,45,27406640,1000,1
12.9,77.68,-95,4G,405,861,912944,1000,1
12.9,77.68,-95,2G,404,86,42512,1000,1
12.9,77.69,-95,3G,404,86,20878095,1000,1
12.9,77.69,-95,3G,404,86,20902734,1000,1
12.9,77.69,-95,3G,404,86,20865255,1000,1
12.9,77.68,-95,4G,404,45,1572354,1000,1
12.9,77.68,-95,4G,404,45,1572364,1000,1
12.9,77.69,-95,2G,404,86,45462,1000,1
12.9,77.69,-95,2G,404,86,47702,1000,1
12.9,77.69,-95,4G,404,45,1572353,1000,1
12.9,77.69,-95,2G,404,86,42513,1000,1
12.9,77.68,-95,2G,404,86,19243,1000,1
12.9,77.68,-95,3G,404,45,27430577,1000,1
12.9,77.69,-95,4G,405,861,912913,1000,1
12.9,77.68,-95,2G,404,86,28491,1000,1
12.9,77.69,-95,2G,404,86,13132,1000,1
12.9,77.69,-95,4G,405,861,912914,1000,1
12.9,77.69,-95,3G,404,45,27455471,1000,1
12.9,77.69,-95,3G,404,86,20865254,1000,1
12.9,77.69,-95,2G,404,86,47701,1000,1
12.9,77.69,-95,2G,404,44,3672,1362,1
12.9,77.69,-95,4G,404,45,491265,1000,1
12.9,77.69,-95,3G,404,45,27413240,1000,1
12.9,77.69,-95,2G,404,45,23292,1000,1
12.9,77.69,-95,3G,404,86,20865256,1000,1
12.9,77.69,-95,2G,405,34,13322,1000,1
12.91,77.68,-95,2G,404,44,203,1000,1
12.91,77.68,-95,4G,405,861,2171664,1000,1
12.91,77.69,-95,2G,404,71,12967,1000,1
12.91,77.68,-95,3G,405,34,175359,1000,1
12.91,77.68,-95,2G,404,45,22403,1000,1
12.91,77.68,-95,4G,405,861,912915,1000,1
12.91,77.69,-95,2G,404,45,19194,1000,1
12.91,77.69,-95,2G,404,45,27913,1000,1
12.91,77.68,-95,3G,404,86,20857015,1000,1
12.91,77.69,-95,2G,404,45,36522,1000,1
12.91,77.68,-95,4G,404,45,491264,1000,1
12.91,77.68,-95,3G,404,45,27413239,1000,1
12.91,77.68,-95,4G,404,45,491274,1000,1
12.91,77.68,-95,4G,405,861,1078545,1000,1
12.91,77.68,-95,3G,404,86,20857014,1000,1
12.91,77.68,-95,4G,405,861,1078548,1000,1
12.91,77.68,-95,4G,405,861,586772,1000,1
12.91,77.68,-95,4G,405,861,2171666,1000,1
12.91,77.69,-95,2G,404,86,42511,1000,1
12.91,77.69,-95,2G,404,45,22402,1000,1
12.9,77.69,-95,4G,405,861,912931,1000,1
12.9,77.7,-95,3G,404,45,27413246,1000,1
12.9,77.69,-95,4G,404,45,600577,1000,1
12.9,77.69,-95,2G,404,45,15874,1000,1
12.9,77.7,-95,3G,404,45,491275,1000,1
12.9,77.69,-95,3G,404,45,27430441,1000,1
12.9,77.7,-95,2G,404,86,40982,1000,1
12.9,77.7,-95,3G,404,45,28130814,1000,1
12.9,77.69,-95,3G,405,34,13326,1000,1
12.9,77.7,-95,3G,404,45,406274,1000,1
12.9,77.69,-95,3G,404,45,27455469,1000,1
12.9,77.69,-95,2G,404,86,43761,1000,1
12.9,77.7,-95,4G,404,45,406283,1000,1
12.91,77.7,-95,2G,404,86,39943,1000,1
12.91,77.7,-95,3G,404,45,27409920,1000,1
12.91,77.7,-95,3G,404,45,27416595,1000,1
12.91,77.7,-95,3G,404,86,20859445,1000,1
12.91,77.7,-95,3G,404,45,28130816,1000,1
12.91,77.7,-95,2G,404,44,33,1000,1
12.91,77.7,-95,3G,404,45,27409926,1000,1
12.91,77.7,-95,2G,404,86,40933,1000,1
12.91,77.7,-95,4G,404,45,179452172,1000,1
12.91,77.7,-95,4G,405,861,4808209,1000,1
12.91,77.7,-95,3G,404,45,27409918,1000,1
12.91,77.69,-95,2G,404,86,24413,1000,1
12.91,77.69,-95,2G,405,34,7882,1215,1
12.91,77.7,-95,4G,405,861,52628482,1000,1
12.91,77.7,-95,2G,404,44,32,1000,1
12.91,77.7,-95,2G,404,44,2743,1000,1
12.91,77.7,-95,2G,404,44,31,1000,1
12.91,77.69,-95,3G,404,71,20992786,2141,1
12.91,77.69,-95,2G,404,44,2841,1000,1
12.91,77.69,-95,4G,404,44,11053353,1000,1
12.91,77.69,-95,4G,405,861,1606676,1000,1
12.91,77.7,-95,3G,405,34,173269,1000,1
12.91,77.7,-95,3G,404,45,27409921,1000,1
12.91,77.7,-95,2G,404,44,722,1000,1
12.91,77.7,-95,3G,404,45,27409927,1000,1
12.91,77.7,-95,4G,404,86,205424904,1000,1
12.91,77.7,-95,4G,404,45,406284,1000,1
12.91,77.51,-95,2G,405,34,24611,1000,1
12.91,77.51,-95,2G,404,71,43373,1000,1
12.91,77.51,-95,2G,405,34,10661,1000,1
12.91,77.5,-95,2G,405,34,6743,1000,1
12.91,77.51,-95,3G,404,45,27811287,1000,1
12.91,77.51,-95,2G,404,71,43502,1391,1
12.91,77.5,-95,4G,405,861,872995,1000,1
12.91,77.5,-95,3G,404,45,27810042,1000,1
12.91,77.51,-95,2G,405,34,6762,1000,1
12.91,77.51,-95,4G,404,45,550656,1000,1
12.91,77.51,-95,3G,404,45,27811286,1000,1
12.91,77.51,-95,2G,404,86,64623,1000,1
12.91,77.51,-95,4G,404,86,204964871,1000,1
12.91,77.51,-95,4G,404,45,582913,1000,1
12.91,77.51,-95,4G,404,45,550402,1000,1
12.91,77.5,-95,4G,404,45,614924,1000,1
12.91,77.5,-95,4G,405,861,1895972,1000,1
12.91,77.51,-95,2G,405,34,6763,1000,1
12.91,77.51,-95,4G,404,45,614912,1000,1
12.91,77.51,-95,2G,404,45,25981,1000,1
12.91,77.51,-95,2G,405,34,6452,1000,1
12.91,77.51,-95,2G,404,86,39283,1000,1
12.91,77.51,-95,3G,404,86,20572856,1000,1
12.91,77.51,-95,3G,404,71,20485075,1000,1
12.91,77.5,-95,4G,405,861,273969,2007,1
12.91,77.5,-95,2G,404,71,43323,1502,1
12.91,77.51,-95,3G,404,45,27811293,1000,1
12.91,77.51,-95,2G,405,10,30603,1000,1
12.91,77.51,-95,4G,404,45,614914,1000,1
12.91,77.5,-95,2G,405,803,61892,1000,1
12.91,77.51,-95,3G,405,34,307840,1000,1
12.91,77.51,-95,2G,405,803,20693,1000,1
12.91,77.51,-95,2G,405,803,24022,1000,1
12.91,77.51,-95,2G,405,34,6761,1000,1
12.91,77.51,-95,3G,404,90,27811287,1000,1
12.91,77.51,-95,2G,404,86,39281,1000,1
12.91,77.51,-95,3G,405,34,286759,1000,1
12.91,77.51,-95,3G,404,45,27811285,1000,1
12.91,77.51,-95,2G,405,34,6453,1000,1
12.91,77.51,-95,2G,404,86,39272,1000,1
12.91,77.51,-95,3G,404,45,27797115,1000,1
12.91,77.5,-95,3G,404,45,27810036,1000,1
12.91,77.51,-95,2G,404,71,43583,1000,1
12.91,77.5,-95,2G,404,45,24023,1000,1
12.91,77.51,-95,2G,405,803,65323,1000,1
12.91,77.51,-95,2G,404,86,39273,1000,1
12.91,77.5,-95,4G,405,861,872976,1268,1
12.91,77.5,-95,2G,405,34,6742,1000,1
12.91,77.51,-95,2G,404,86,12921,1000,1
12.91,77.51,-95,3G,404,71,20484143,1000,1
12.91,77.52,-95,2G,404,86,3691,1807,1
12.91,77.52,-95,2G,404,45,10161,1588,1
12.91,77.52,-95,4G,404,45,420865,1000,1
12.91,77.51,-95,2G,404,44,7882,1000,1
12.91,77.51,-95,3G,404,86,20543476,1000,1
12.91,77.51,-95,3G,404,86,20525364,1000,1
12.91,77.51,-95,3G,404,45,27813245,1000,1
12.91,77.52,-95,3G,405,34,273501,1000,1
12.91,77.51,-95,2G,404,71,43321,2415,1
12.91,77.52,-95,4G,405,861,857892,1747,1
12.91,77.52,-95,2G,405,10,30621,1000,1
12.91,77.51,-95,4G,404,45,665088,1000,1
12.91,77.51,-95,2G,405,10,31602,1000,1
12.91,77.51,-95,2G,404,44,5623,1000,1
12.91,77.51,-95,4G,404,86,206454280,1000,1
12.91,77.51,-95,2G,404,44,5604,1000,1
12.91,77.52,-95,2G,405,10,30633,1000,1
12.91,77.52,-95,2G,405,10,39581,1000,1
12.91,77.52,-95,2G,404,45,16442,1393,1
12.91,77.51,-95,2G,404,44,5602,1000,1
12.91,77.51,-95,2G,404,86,18951,1000,1
12.91,77.51,-95,2G,404,44,5622,1000,1
12.91,77.52,-95,2G,404,44,5531,1000,1
12.91,77.51,-95,2G,404,71,43582,1000,1
12.91,77.52,-95,2G,405,34,11353,1000,1
12.91,77.52,-95,2G,405,34,11122,1000,1
12.91,77.51,-95,4G,405,861,857891,1000,1
12.91,77.51,-95,4G,404,45,6453,1000,1
12.91,77.52,-95,2G,404,86,64621,1000,1
12.92,77.52,-95,2G,404,86,6442,1040,1
12.92,77.51,-95,4G,404,45,420866,1000,1
12.92,77.51,-95,3G,404,45,27803707,1000,1
12.92,77.51,-95,4G,404,45,420864,1000,1
12.92,77.52,-95,4G,405,861,857904,1000,1
12.92,77.52,-95,4G,405,861,857873,1000,1
12.92,77.52,-95,3G,404,45,27803711,1000,1
12.92,77.52,-95,4G,405,861,857872,1000,1
12.92,77.52,-95,4G,405,861,857905,1000,1
12.92,77.52,-95,3G,404,45,27803712,1000,1
12.92,77.52,-95,3G,404,86,857872,1000,1
12.92,77.52,-95,3G,405,34,268600,1000,1
12.92,77.52,-95,3G,404,86,20543385,1000,1
12.92,77.52,-95,3G,404,71,20485074,1000,1
12.92,77.52,-95,2G,404,44,5533,1000,1
12.92,77.52,-95,4G,405,861,1166640,1000,1
12.91,77.53,-95,2G,404,45,22353,1000,1
12.91,77.53,-95,2G,404,45,4152,1000,1
12.91,77.53,-95,4G,404,45,572171,1000,1
12.91,77.53,-95,4G,405,861,878385,1000,1
12.91,77.53,-95,4G,405,861,1890576,1000,1
12.91,77.53,-95,2G,404,45,22351,1331,1
12.91,77.53,-95,2G,404,45,4151,1000,1
12.91,77.53,-95,2G,404,45,64801,1000,1
12.91,77.52,-95,3G,404,45,27809621,1000,1
12.91,77.53,-95,3G,405,803,13241960,1000,1
12.91,77.53,-95,3G,404,86,20546435,1000,1
12.91,77.53,-95,4G,404,86,205647623,1000,1
12.91,77.53,-95,3G,404,71,20484325,1000,1
12.91,77.53,-95,4G,404,45,572170,1000,1
12.91,77.53,-95,3G,404,45,27295613,1000,1
12.91,77.53,-95,4G,405,861,303409,1000,1
12.91,77.53,-95,2G,404,45,45212,1000,1
12.91,77.52,-95,4G,404,45,619266,1000,1
12.91,77.53,-95,2G,404,45,64802,1000,1
12.91,77.53,-95,2G,404,45,64803,1000,1
12.91,77.52,-95,3G,404,86,1166609,1000,1
12.91,77.53,-95,3G,404,86,20576516,1000,1
12.91,77.53,-95,2G,405,34,34442,1000,1
12.91,77.52,-95,4G,405,861,1166609,1000,1
12.91,77.53,-95,2G,404,44,17941,1000,1
12.91,77.53,-95,4G,405,861,878372,1000,1
12.91,77.53,-95,2G,404,86,3113,1021,1
12.91,77.52,-95,2G,404,86,8511,1000,1
12.91,77.52,-95,4G,404,45,619276,1000,1
12.91,77.52,-95,3G,404,45,27811462,1000,1
12.91,77.52,-95,4G,404,45,619265,1000,1
12.91,77.52,-95,4G,404,86,205017862,1000,1
12.91,77.53,-95,2G,405,10,30632,1000,1
12.91,77.53,-95,2G,405,34,34443,1000,1
12.91,77.53,-95,2G,404,44,18022,1000,1
12.91,77.52,-95,3G,404,45,27811456,1000,1
12.91,77.52,-95,4G,404,45,619275,1000,1
12.91,77.53,-95,4G,405,861,1166628,1000,1
12.91,77.52,-95,2G,404,45,58773,1000,1
12.91,77.53,-95,2G,404,86,3112,1423,1
12.91,77.52,-95,2G,404,86,8512,1000,1
12.91,77.52,-95,2G,405,34,11352,1000,1
12.91,77.52,-95,3G,404,86,20572855,1146,1
12.91,77.52,-95,2G,404,71,43312,1000,1
12.91,77.52,-95,2G,405,803,22201,1000,1
12.91,77.53,-95,2G,404,86,63503,1041,1
12.91,77.53,-95,3G,404,45,27809615,1000,1
12.91,77.53,-95,2G,404,86,3111,1000,1
12.91,77.53,-95,3G,404,86,20536254,1000,1
12.91,77.54,-95,4G,404,86,205885703,1000,1
12.91,77.54,-95,2G,404,45,10171,1000,1
12.91,77.54,-95,4G,405,861,3406867,1000,1
12.91,77.54,-95,3G,404,45,27270038,1000,1
12.91,77.54,-95,3G,404,86,20534726,1000,1
12.91,77.53,-95,2G,404,45,26043,1000,1
12.91,77.53,-95,4G,404,45,35752,1000,1
12.91,77.54,-95,2G,404,86,42412,1048,1
12.91,77.53,-95,4G,404,45,180748,1000,1
12.91,77.54,-95,2G,404,45,26041,1110,1
12.91,77.54,-95,3G,405,34,293161,1000,1
12.91,77.54,-95,3G,405,34,293160,1000,1
