mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal,network_type
405,10,8133,4581,0,77.648942,12.969625,878,16,1,1680000000,1700000000,-85.5,LTE
404,10,1640,60596,0,77.594979,12.719336,877,1,1,1680000000,1700000000,-118.7,UMTS
404,20,6827,13445,0,77.496551,13.074526,121,4,1,1680000000,1700000000,-106.1,LTE
405,472,8325,24754,0,77.637372,13.041912,1048,3,1,1680000000,1700000000,-86.7,UMTS
404,472,8566,65369,0,77.62602,12.837371,456,5,1,1680000000,1700000000,-120.0,GSM
404,472,8066,33642,0,77.563038,13.021531,111,2,1,1680000000,1700000000,-106.1,UMTS
404,10,5671,90526,0,77.697812,12.893652,1295,3,1,1680000000,1700000000,-100.7,UMTS
404,20,8228,49060,0,77.701293,12.940901,1726,3,1,1680000000,1700000000,-100.2,LTE
404,472,1529,35442,0,77.712129,12.899663,1897,4,1,1680000000,1700000000,-96.6,UMTS
404,1,3160,88115,0,77.8,12.98055,502,3,1,1680000000,1700000000,-107.4,LTE
404,472,2514,40366,0,77.611736,12.930455,372,4,1,1680000000,1700000000,-88.4,LTE
404,10,8694,88282,0,77.556284,13.073321,644,9,1,1680000000,1700000000,-97.1,LTE
404,20,7878,63688,0,77.403543,12.992786,1080,2,1,1680000000,1700000000,-87.0,LTE
404,20,2180,67829,0,77.468967,12.807061,397,1,1,1680000000,1700000000,-114.7,GSM
405,20,1077,99614,0,77.612231,12.907632,984,4,1,1680000000,1700000000,-92.2,UMTS
404,20,2186,63831,0,77.697573,12.93136,1359,22,1,1680000000,1700000000,-111.8,LTE
404,472,1186,74621,0,77.53129,12.980639,273,16,1,1680000000,1700000000,-95.7,LTE
405,20,7710,86218,0,77.710819,13.052237,1752,3,1,1680000000,1700000000,-87.6,LTE
405,472,9759,92127,0,77.536593,13.193339,1247,4,1,1680000000,1700000000,-99.4,GSM
405,20,8122,45880,0,77.642082,13.161727,1191,4,1,1680000000,1700000000,-117.6,GSM
404,10,5411,32380,0,77.652546,12.958499,1259,12,1,1680000000,1700000000,-91.0,LTE
404,20,2381,91221,0,77.547249,12.92629,704,4,1,1680000000,1700000000,-105.9,UMTS
404,10,4875,84701,0,77.674392,12.794983,605,4,1,1680000000,1700000000,-108.2,GSM
405,10,6516,64483,0,77.715978,12.802867,1568,4,1,1680000000,1700000000,-101.1,UMTS
404,10,9122,52521,0,77.627276,12.83537,106,5,1,1680000000,1700000000,-97.0,UMTS
405,20,4453,7683,0,77.405883,12.959733,975,3,1,1680000000,1700000000,-103.1,GSM
404,472,6020,8143,0,77.595824,13.014056,184,7,1,1680000000,1700000000,-98.9,LTE
404,472,9382,8848,0,77.609505,13.049134,120,16,1,1680000000,1700000000,-92.9,UMTS
405,472,2585,4008,0,77.790735,12.755716,1233,3,1,1680000000,1700000000,-104.7,UMTS
404,472,385,22023,0,77.70494,12.99206,286,7,1,1680000000,1700000000,-92.4,LTE
405,20,4065,61228,0,77.645653,12.98562,1348,10,1,1680000000,1700000000,-92.0,GSM
405,472,3596,31432,0,77.684046,12.915995,305,22,1,1680000000,1700000000,-93.2,LTE
405,1,8968,36615,0,77.563414,13.123641,520,10,1,1680000000,1700000000,-96.9,UMTS
404,472,8415,81692,0,77.596608,13.140903,894,3,1,1680000000,1700000000,-94.5,UMTS
405,472,6737,36932,0,77.711352,12.960415,609,4,1,1680000000,1700000000,-94.9,UMTS
405,20,458,51969,0,77.547258,12.953368,1270,2,1,1680000000,1700000000,-98.7,LTE
405,10,2861,29722,0,77.698492,12.896259,1848,5,1,1680000000,1700000000,-107.1,UMTS
404,10,6073,7288,0,77.606868,12.992747,1657,9,1,1680000000,1700000000,-81.0,LTE
404,10,4280,60388,0,77.682842,12.81429,405,5,1,1680000000,1700000000,-100.7,LTE
404,20,954,76053,0,77.645329,12.944732,1440,10,1,1680000000,1700000000,-82.3,LTE
404,472,381,26609,0,77.748731,13.09155,1334,4,1,1680000000,1700000000,-112.1,GSM
405,1,3031,21017,0,77.558175,13.015036,1192,9,1,1680000000,1700000000,-117.9,GSM
404,1,892,62481,0,77.572498,12.99204,419,7,1,1680000000,1700000000,-109.5,UMTS
405,10,7553,23956,0,77.49677,13.123269,1554,3,1,1680000000,1700000000,-105.1,UMTS
405,472,8765,65219,0,77.499286,12.754938,1487,1,1,1680000000,1700000000,-102.9,GSM
405,10,8614,47391,0,77.620126,13.077129,1710,9,1,1680000000,1700000000,-98.4,UMTS
404,472,3489,10622,0,77.687342,13.002759,1328,4,1,1680000000,1700000000,-117.5,GSM
404,472,362,29255,0,77.555026,13.076685,991,8,1,1680000000,1700000000,-86.6,NR
404,472,4243,64802,0,77.605615,12.856758,917,1,1,1680000000,1700000000,-111.9,GSM
404,10,941,33160,0,77.586082,12.933175,398,8,1,1680000000,1700000000,-95.7,GSM
405,20,9137,63535,0,77.679484,12.909475,182,12,1,1680000000,1700000000,-102.7,GSM
404,20,9301,36338,0,77.566491,12.891709,222,3,1,1680000000,1700000000,-84.4,LTE
404,20,9694,17160,0,77.608398,12.930577,1909,14,1,1680000000,1700000000,-90.4,LTE
404,10,6291,44273,0,77.595007,12.919199,1452,1,1,1680000000,1700000000,-91.8,UMTS
405,472,3708,6490,0,77.69258,13.057136,190,4,1,1680000000,1700000000,-100.6,LTE
405,472,109,9680,0,77.694855,12.81363,434,7,1,1680000000,1700000000,-96.6,GSM
405,1,6196,62463,0,77.711575,12.952344,628,8,1,1680000000,1700000000,-97.5,LTE
405,472,2649,88523,0,77.61917,12.988522,1496,13,1,1680000000,1700000000,-103.0,GSM
405,20,4559,44011,0,77.635912,13.117679,1142,1,1,1680000000,1700000000,-108.9,GSM
405,10,2524,73746,0,77.789104,12.850284,557,3,1,1680000000,1700000000,-101.7,LTE
405,10,6651,55957,0,77.487581,13.122244,1260,3,1,1680000000,1700000000,-102.9,UMTS
405,20,7180,21191,0,77.54474,12.936969,948,1,1,1680000000,1700000000,-113.8,GSM
405,10,3606,54125,0,77.412238,12.936587,980,4,1,1680000000,1700000000,-99.5,LTE
405,20,6274,11863,0,77.514587,13.124725,306,2,1,1680000000,1700000000,-92.8,UMTS
404,1,7820,24274,0,77.679588,12.948588,166,2,1,1680000000,1700000000,-106.2,GSM
404,10,5175,44272,0,77.703222,12.812367,304,2,1,1680000000,1700000000,-103.8,UMTS
405,472,1861,36039,0,77.633145,12.719471,1315,2,1,1680000000,1700000000,-103.6,GSM
404,10,8535,13598,0,77.666852,12.81645,1116,11,1,1680000000,1700000000,-98.2,UMTS
405,1,8437,41160,0,77.675613,13.003242,701,8,1,1680000000,1700000000,-85.9,NR
404,472,2536,93174,0,77.775537,12.912939,417,2,1,1680000000,1700000000,-116.3,GSM
405,10,5551,91141,0,77.423499,12.718399,755,1,1,1680000000,1700000000,-96.8,LTE
405,10,3536,63026,0,77.678147,12.934968,1443,10,1,1680000000,1700000000,-106.4,UMTS
405,20,5401,59931,0,77.64761,13.00833,372,17,1,1680000000,1700000000,-101.1,LTE
404,472,4205,55499,0,77.698113,13.107891,290,2,1,1680000000,1700000000,-100.6,GSM
405,20,3413,95474,0,77.795348,12.943447,469,10,1,1680000000,1700000000,-95.2,LTE
405,1,144,14709,0,77.708344,12.908935,1088,6,1,1680000000,1700000000,-106.1,UMTS
405,472,745,60631,0,77.691741,12.949336,1572,2,1,1680000000,1700000000,-119.6,GSM
404,472,5549,3348,0,77.516077,12.995488,934,4,1,1680000000,1700000000,-109.2,GSM
404,1,9781,30215,0,77.786034,12.99466,1020,8,1,1680000000,1700000000,-88.1,NR
405,472,170,70565,0,77.756605,12.83235,569,3,1,1680000000,1700000000,-117.3,GSM
405,20,8320,97043,0,77.580177,13.095213,1727,20,1,1680000000,1700000000,-84.7,NR
404,10,9149,38690,0,77.715198,13.08339,1696,4,1,1680000000,1700000000,-119.4,GSM
404,472,7136,11443,0,77.493933,12.757936,773,2,1,1680000000,1700000000,-114.8,GSM
405,20,2751,56895,0,77.699639,13.022606,517,3,1,1680000000,1700000000,-110.4,UMTS
404,10,2648,16917,0,77.544572,13.064581,1847,9,1,1680000000,1700000000,-114.3,GSM
405,10,2089,66596,0,77.661193,13.168991,1668,1,1,1680000000,1700000000,-120.0,GSM
404,472,4200,96068,0,77.47751,12.912265,137,7,1,1680000000,1700000000,-99.9,LTE
404,10,5704,22016,0,77.648137,13.15546,1169,1,1,1680000000,1700000000,-117.2,GSM
405,472,7184,14575,0,77.613924,13.107609,1753,1,1,1680000000,1700000000,-93.0,UMTS
405,472,1196,98602,0,77.724724,12.95621,564,9,1,1680000000,1700000000,-96.8,LTE
404,1,696,60363,0,77.773518,13.117256,485,3,1,1680000000,1700000000,-116.8,GSM
405,472,221,42309,0,77.542169,12.701861,1865,3,1,1680000000,1700000000,-108.2,GSM
404,10,632,84634,0,77.644006,12.995244,749,13,1,1680000000,1700000000,-110.5,NR
405,472,2607,37787,0,77.604778,12.977284,796,7,1,1680000000,1700000000,-82.9,LTE
404,20,4771,43959,0,77.792524,13.124868,478,4,1,1680000000,1700000000,-118.1,UMTS
405,472,1659,35629,0,77.747802,13.0559,1672,1,1,1680000000,1700000000,-109.9,GSM
404,1,9093,76675,0,77.740391,12.952886,1882,20,1,1680000000,1700000000,-97.2,NR
404,10,6984,13185,0,77.518883,13.045241,1447,4,1,1680000000,1700000000,-92.5,UMTS
404,472,796,62502,0,77.696438,12.866633,1757,1,1,1680000000,1700000000,-82.5,LTE
404,472,9422,92841,0,77.748897,12.893756,1874,3,1,1680000000,1700000000,-105.9,UMTS
404,472,8668,36823,0,77.675881,12.916201,1281,16,1,1680000000,1700000000,-98.6,GSM
404,10,4895,46123,0,77.652573,12.981156,378,15,1,1680000000,1700000000,-77.4,LTE
405,472,8253,1190,0,77.636308,12.90226,334,2,1,1680000000,1700000000,-104.8,GSM
404,20,9606,16725,0,77.476466,12.902772,1474,3,1,1680000000,1700000000,-97.3,LTE
405,10,3673,37247,0,77.684427,12.82439,330,5,1,1680000000,1700000000,-95.3,LTE
404,472,1852,45742,0,77.660741,12.987287,522,25,1,1680000000,1700000000,-91.3,UMTS
405,10,3402,84237,0,77.458795,12.923537,398,4,1,1680000000,1700000000,-115.9,LTE
405,20,4587,58337,0,77.541271,12.803391,200,2,1,1680000000,1700000000,-93.8,GSM
404,472,4676,24207,0,77.632792,13.068595,972,12,1,1680000000,1700000000,-95.8,LTE
405,472,5067,85443,0,77.589294,13.084527,559,5,1,1680000000,1700000000,-83.3,LTE
405,472,7278,18496,0,77.675372,12.924672,135,3,1,1680000000,1700000000,-104.0,LTE
404,20,4485,95534,0,77.658088,13.090504,859,9,1,1680000000,1700000000,-102.7,UMTS
404,10,9392,15040,0,77.675963,12.961014,594,7,1,1680000000,1700000000,-104.5,LTE
405,10,155,20542,0,77.717217,12.811898,140,2,1,1680000000,1700000000,-109.1,GSM
404,20,5119,95487,0,77.675855,12.863688,1665,9,1,1680000000,1700000000,-94.3,LTE
405,20,9956,75083,0,77.678411,12.912424,1255,9,1,1680000000,1700000000,-95.8,LTE
405,10,4051,70794,0,77.551969,12.878444,782,6,1,1680000000,1700000000,-97.7,UMTS
404,20,2344,31317,0,77.572329,12.946575,941,2,1,1680000000,1700000000,-94.5,LTE
404,472,1686,5799,0,77.705981,12.952568,625,4,1,1680000000,1700000000,-110.2,GSM
405,472,2046,13256,0,77.544688,13.043591,1749,1,1,1680000000,1700000000,-120.0,GSM
405,472,2836,87153,0,77.639329,12.825158,1651,8,1,1680000000,1700000000,-96.3,UMTS
405,472,1739,12627,0,77.402543,13.047934,1131,2,1,1680000000,1700000000,-112.2,GSM
405,10,2791,4525,0,77.769924,12.99144,1613,14,1,1680000000,1700000000,-98.5,LTE
404,1,3525,26905,0,77.623263,13.052186,371,4,1,1680000000,1700000000,-81.7,LTE
405,472,1136,21849,0,77.684987,12.853294,1070,12,1,1680000000,1700000000,-100.8,GSM
404,472,2618,55401,0,77.606948,13.032272,322,8,1,1680000000,1700000000,-100.7,NR
405,10,2678,78892,0,77.679875,12.917309,1191,24,1,1680000000,1700000000,-93.4,NR
404,1,428,26725,0,77.586225,12.916773,931,11,1,1680000000,1700000000,-99.8,LTE
404,472,8841,15832,0,77.709023,12.847767,1247,3,1,1680000000,1700000000,-94.1,UMTS
404,10,3045,71651,0,77.763733,12.939661,1893,3,1,1680000000,1700000000,-94.4,LTE
404,472,8702,71459,0,77.450571,12.8159,291,2,1,1680000000,1700000000,-113.1,UMTS
404,472,1564,68889,0,77.685488,12.926689,402,7,1,1680000000,1700000000,-91.2,LTE
405,1,590,5339,0,77.428574,13.01242,1667,2,1,1680000000,1700000000,-105.5,UMTS
404,1,2802,98281,0,77.410929,12.705765,1754,1,1,1680000000,1700000000,-108.0,LTE
404,472,523,95270,0,77.432425,13.01852,406,3,1,1680000000,1700000000,-102.1,UMTS
405,1,2709,12146,0,77.525138,13.194201,1217,3,1,1680000000,1700000000,-113.1,GSM
404,10,4834,66721,0,77.640139,13.106383,1373,1,1,1680000000,1700000000,-120.0,UMTS
405,20,6291,46265,0,77.643232,13.01391,1403,3,1,1680000000,1700000000,-90.6,LTE
404,10,6154,87681,0,77.675211,13.028327,200,9,1,1680000000,1700000000,-110.6,LTE
404,10,7796,7951,0,77.728631,12.883105,932,1,1,1680000000,1700000000,-97.6,UMTS
404,10,1157,8957,0,77.564073,12.803958,648,1,1,1680000000,1700000000,-120.0,GSM
404,10,4337,85381,0,77.771255,13.100997,463,1,1,1680000000,1700000000,-114.5,UMTS
404,472,6654,82143,0,77.660689,12.922558,1488,2,1,1680000000,1700000000,-96.4,LTE
405,472,2698,3714,0,77.468348,12.847576,597,3,1,1680000000,1700000000,-107.1,GSM
405,472,6492,39223,0,77.660933,12.915439,1393,2,1,1680000000,1700000000,-102.4,LTE
404,20,3853,95519,0,77.54187,12.89494,1483,1,1,1680000000,1700000000,-96.4,GSM
405,472,8504,76459,0,77.723214,13.072036,1768,4,1,1680000000,1700000000,-94.3,LTE
404,10,4055,73887,0,77.76651,12.965177,1528,10,1,1680000000,1700000000,-91.5,NR
405,1,4846,91023,0,77.471382,12.950485,1408,1,1,1680000000,1700000000,-95.6,UMTS
405,472,5262,93914,0,77.770845,12.960552,350,19,1,1680000000,1700000000,-89.8,LTE
405,10,7742,95535,0,77.488752,12.89736,1899,10,1,1680000000,1700000000,-99.2,LTE
404,10,1597,83689,0,77.617751,13.093687,1490,4,1,1680000000,1700000000,-100.3,UMTS
405,20,5464,52031,0,77.579968,12.910051,295,5,1,1680000000,1700000000,-83.9,LTE
404,472,3128,28355,0,77.600273,12.930857,1780,20,1,1680000000,1700000000,-89.1,LTE
404,10,6281,44758,0,77.724275,12.713285,1067,1,1,1680000000,1700000000,-113.7,UMTS
404,20,6907,1402,0,77.598941,13.018417,1906,22,1,1680000000,1700000000,-86.1,LTE
404,1,4888,30601,0,77.694956,13.02225,573,3,1,1680000000,1700000000,-112.6,LTE
404,10,6772,26520,0,77.590939,12.898501,449,21,1,1680000000,1700000000,-96.9,LTE
405,10,4916,18046,0,77.669425,12.824381,1164,5,1,1680000000,1700000000,-98.4,LTE
404,10,3993,65536,0,77.776267,12.968053,909,14,1,1680000000,1700000000,-89.5,NR
404,20,3261,8259,0,77.786515,12.914335,1165,4,1,1680000000,1700000000,-95.2,UMTS
405,10,5349,98669,0,77.73882,12.877579,535,2,1,1680000000,1700000000,-92.7,LTE
405,472,9297,85430,0,77.626448,12.864598,1948,8,1,1680000000,1700000000,-98.9,UMTS
404,1,7430,26437,0,77.571192,13.083418,801,12,1,1680000000,1700000000,-67.2,NR
404,10,6232,81544,0,77.590755,12.84922,1582,1,1,1680000000,1700000000,-106.6,GSM
404,10,4781,76246,0,77.678709,12.911949,472,14,1,1680000000,1700000000,-101.9,NR
405,472,9483,50265,0,77.585022,13.014922,1880,23,1,1680000000,1700000000,-100.3,UMTS
404,10,4942,20029,0,77.518565,13.090259,1196,4,1,1680000000,1700000000,-120.0,GSM
404,472,448,66593,0,77.631712,13.091765,1917,10,1,1680000000,1700000000,-107.3,UMTS
404,10,1875,25242,0,77.647513,12.854797,1818,9,1,1680000000,1700000000,-103.9,GSM
404,472,7849,21316,0,77.598973,12.985367,915,22,1,1680000000,1700000000,-79.4,LTE
405,10,3637,41567,0,77.582873,13.02012,1250,3,1,1680000000,1700000000,-93.0,LTE
404,1,150,46178,0,77.8,12.937372,934,2,1,1680000000,1700000000,-113.3,GSM
405,472,5977,72368,0,77.666576,12.87843,1485,7,1,1680000000,1700000000,-94.3,NR
405,1,1709,89081,0,77.671007,12.986933,1801,1,1,1680000000,1700000000,-80.1,LTE
405,10,4475,53254,0,77.6387,13.036571,1208,2,1,1680000000,1700000000,-99.2,GSM
404,20,3765,1128,0,77.635044,12.774476,113,1,1,1680000000,1700000000,-106.5,GSM
404,20,2013,51749,0,77.605559,13.033858,1131,15,1,1680000000,1700000000,-71.7,LTE
405,10,4901,83557,0,77.761013,12.786298,1342,1,1,1680000000,1700000000,-107.2,GSM
405,20,6836,83179,0,77.591808,13.087091,394,21,1,1680000000,1700000000,-107.8,LTE
405,20,1053,94626,0,77.547344,12.72515,1019,3,1,1680000000,1700000000,-98.2,UMTS
404,10,418,73805,0,77.690408,13.142718,1735,2,1,1680000000,1700000000,-110.3,UMTS
404,472,4417,3979,0,77.748979,12.746035,913,2,1,1680000000,1700000000,-94.0,GSM
405,10,2905,27557,0,77.766806,12.919125,806,3,1,1680000000,1700000000,-92.8,LTE
404,20,6323,15761,0,77.630433,12.908792,548,2,1,1680000000,1700000000,-89.8,GSM
405,20,3219,29606,0,77.645159,12.833585,1016,6,1,1680000000,1700000000,-87.9,LTE
405,20,804,13388,0,77.561644,12.982017,983,15,1,1680000000,1700000000,-87.9,NR
404,10,7689,98113,0,77.712457,12.962662,1719,9,1,1680000000,1700000000,-108.2,LTE
404,20,9750,71286,0,77.605356,12.949829,1794,23,1,1680000000,1700000000,-81.6,GSM
405,472,7079,31360,0,77.603772,13.117188,1891,8,1,1680000000,1700000000,-99.2,GSM
404,10,9743,72381,0,77.693434,13.031374,1572,4,1,1680000000,1700000000,-99.3,UMTS
405,472,1100,53777,0,77.561113,13.018325,1863,2,1,1680000000,1700000000,-105.9,GSM
404,472,2900,24651,0,77.580645,13.082473,558,7,1,1680000000,1700000000,-84.5,NR
405,472,4440,54075,0,77.554581,13.044007,1266,6,1,1680000000,1700000000,-105.5,NR
405,472,9834,6168,0,77.429145,12.77517,1241,3,1,1680000000,1700000000,-100.7,GSM
405,10,364,21753,0,77.709028,12.995316,359,7,1,1680000000,1700000000,-92.9,LTE
405,472,4881,85983,0,77.57246,13.041838,366,10,1,1680000000,1700000000,-88.9,LTE
404,10,1476,38167,0,77.642239,12.849069,810,10,1,1680000000,1700000000,-106.4,UMTS
405,472,5948,24467,0,77.618277,12.925932,581,25,1,1680000000,1700000000,-77.4,LTE
405,472,1377,81481,0,77.62546,12.871256,230,4,1,1680000000,1700000000,-105.1,LTE
404,472,9514,58208,0,77.665477,13.059704,1135,9,1,1680000000,1700000000,-104.5,LTE
405,472,9550,26710,0,77.738205,12.948613,1111,7,1,1680000000,1700000000,-105.7,UMTS
404,10,949,92160,0,77.415272,13.197096,651,2,1,1680000000,1700000000,-113.0,UMTS
405,10,5537,90864,0,77.665428,13.14151,1035,4,1,1680000000,1700000000,-111.2,GSM
405,10,9825,52651,0,77.582345,13.055908,501,8,1,1680000000,1700000000,-93.7,UMTS
404,10,8827,97909,0,77.730587,12.770177,1279,2,1,1680000000,1700000000,-110.1,UMTS
405,472,2793,35174,0,77.715814,13.123372,263,1,1,1680000000,1700000000,-95.6,UMTS
405,20,9528,23525,0,77.589389,13.045335,926,13,1,1680000000,1700000000,-69.1,LTE
404,10,1840,74391,0,77.488661,13.173032,1555,1,1,1680000000,1700000000,-114.5,UMTS
405,10,9253,43516,0,77.546322,12.89561,132,8,1,1680000000,1700000000,-115.0,GSM
404,472,8493,76623,0,77.702395,13.004942,252,3,1,1680000000,1700000000,-104.8,UMTS
404,472,717,12273,0,77.510877,12.928943,1817,13,1,1680000000,1700000000,-86.5,LTE
404,472,3648,96542,0,77.557812,12.882112,455,6,1,1680000000,1700000000,-97.1,LTE
404,472,7429,42591,0,77.75444,12.883055,193,1,1,1680000000,1700000000,-99.7,UMTS
404,10,5897,24242,0,77.648308,12.708028,1035,3,1,1680000000,1700000000,-90.1,LTE
405,10,1085,80307,0,77.611685,12.891466,1600,10,1,1680000000,1700000000,-117.7,GSM
404,10,9232,57118,0,77.624961,12.943341,952,8,1,1680000000,1700000000,-78.0,LTE
405,20,4993,22966,0,77.529782,12.729185,383,4,1,1680000000,1700000000,-110.8,UMTS
405,20,5299,94411,0,77.535156,12.946356,1823,3,1,1680000000,1700000000,-104.4,UMTS
405,20,2330,1820,0,77.758637,12.780592,1907,4,1,1680000000,1700000000,-120.0,GSM
405,1,1234,28308,0,77.705821,12.865913,111,2,1,1680000000,1700000000,-95.7,LTE
405,472,4759,69132,0,77.632669,12.855622,1174,2,1,1680000000,1700000000,-104.9,LTE
405,472,7326,95288,0,77.55433,13.008454,699,4,1,1680000000,1700000000,-101.4,UMTS
405,472,1240,69921,0,77.632505,12.883539,547,3,1,1680000000,1700000000,-120.0,GSM
404,10,5094,82797,0,77.560582,12.993491,289,23,1,1680000000,1700000000,-88.2,UMTS
405,20,2723,27733,0,77.695319,12.729492,1569,4,1,1680000000,1700000000,-95.1,UMTS
404,472,7571,24192,0,77.538003,12.976373,1711,25,1,1680000000,1700000000,-89.1,LTE
404,1,2635,75870,0,77.596242,12.995334,166,18,1,1680000000,1700000000,-97.5,UMTS
405,472,9173,32600,0,77.647445,12.862717,1594,17,1,1680000000,1700000000,-91.0,LTE
405,1,1137,60921,0,77.421239,12.751125,1507,1,1,1680000000,1700000000,-120.0,GSM
404,472,3078,23615,0,77.577159,12.807534,417,2,1,1680000000,1700000000,-114.7,UMTS
404,472,7097,43854,0,77.62675,12.988324,1446,16,1,1680000000,1700000000,-92.0,LTE
404,10,9208,41378,0,77.642644,12.987675,646,10,1,1680000000,1700000000,-87.9,NR
404,472,6540,38990,0,77.595641,12.908938,606,18,1,1680000000,1700000000,-105.1,UMTS
405,472,3160,75847,0,77.550642,12.94839,457,8,1,1680000000,1700000000,-102.5,UMTS
405,472,8734,66234,0,77.464836,12.920071,1572,10,1,1680000000,1700000000,-107.3,UMTS
404,20,560,89502,0,77.596131,12.756257,1641,2,1,1680000000,1700000000,-114.0,UMTS
404,10,4446,73641,0,77.702071,12.90529,1101,3,1,1680000000,1700000000,-112.8,LTE
405,472,3550,91874,0,77.775891,13.00329,1615,10,1,1680000000,1700000000,-114.1,GSM
405,10,762,27475,0,77.751406,13.061022,135,2,1,1680000000,1700000000,-106.1,UMTS
404,20,1188,46467,0,77.520841,12.839065,1810,3,1,1680000000,1700000000,-103.8,GSM
404,472,9556,22951,0,77.781638,13.135913,1695,1,1,1680000000,1700000000,-120.0,GSM
404,10,3316,1643,0,77.776731,13.163431,1280,3,1,1680000000,1700000000,-105.5,GSM
405,472,1986,20029,0,77.588039,12.907792,914,21,1,1680000000,1700000000,-80.8,NR
404,472,1562,16195,0,77.8,13.022757,330,2,1,1680000000,1700000000,-102.0,GSM
405,10,5718,87732,0,77.441802,12.891291,1620,1,1,1680000000,1700000000,-102.3,LTE
405,472,3253,57550,0,77.703981,13.162765,878,1,1,1680000000,1700000000,-114.3,UMTS
404,10,4721,24086,0,77.614459,12.868657,305,3,1,1680000000,1700000000,-114.0,UMTS
405,20,2559,79161,0,77.409084,12.74505,687,1,1,1680000000,1700000000,-120.0,UMTS
405,472,6334,9653,0,77.406846,12.887788,1759,3,1,1680000000,1700000000,-106.8,UMTS
405,10,9659,66084,0,77.662063,13.071056,1786,10,1,1680000000,1700000000,-98.6,UMTS
404,472,5982,73049,0,77.438867,12.708544,768,3,1,1680000000,1700000000,-89.4,LTE
404,1,2658,4361,0,77.554947,12.96982,388,11,1,1680000000,1700000000,-79.0,LTE
404,10,9915,82189,0,77.552464,12.946238,225,5,1,1680000000,1700000000,-106.5,UMTS
404,20,2172,37883,0,77.688619,12.921557,1187,16,1,1680000000,1700000000,-97.3,NR
404,10,224,30076,0,77.760448,13.025047,1536,3,1,1680000000,1700000000,-99.1,UMTS
405,472,7033,41404,0,77.628418,12.972988,1375,23,1,1680000000,1700000000,-80.5,UMTS
405,10,2925,33256,0,77.577125,12.732441,614,3,1,1680000000,1700000000,-112.8,GSM
404,1,2109,6076,0,77.44257,12.939786,524,1,1,1680000000,1700000000,-108.5,UMTS
405,10,4624,12793,0,77.764587,12.713323,1101,1,1,1680000000,1700000000,-108.4,GSM
405,20,1096,61746,0,77.679621,13.052187,272,1,1,1680000000,1700000000,-96.6,UMTS
405,20,8794,37116,0,77.8,13.009996,1107,1,1,1680000000,1700000000,-100.8,UMTS
405,472,7078,93197,0,77.694249,12.921483,979,24,1,1680000000,1700000000,-101.7,LTE
404,472,3359,88955,0,77.59847,12.99808,1745,20,1,1680000000,1700000000,-74.3,LTE
404,10,5887,77696,0,77.479661,13.007781,231,4,1,1680000000,1700000000,-101.1,GSM
404,10,1043,35865,0,77.732277,12.962308,925,18,1,1680000000,1700000000,-106.9,LTE
404,20,9742,64655,0,77.440067,12.907402,1465,1,1,1680000000,1700000000,-108.1,GSM
404,1,9144,9905,0,77.765572,12.933679,1780,5,1,1680000000,1700000000,-93.7,NR
404,472,2920,6543,0,77.702915,13.057451,623,2,1,1680000000,1700000000,-110.1,GSM
405,472,8770,65595,0,77.600734,13.005279,1408,5,1,1680000000,1700000000,-93.6,UMTS
405,20,2532,29348,0,77.446141,12.901756,1093,4,1,1680000000,1700000000,-108.9,UMTS
404,472,8544,88783,0,77.597833,13.024223,1310,16,1,1680000000,1700000000,-74.4,LTE
404,20,4427,22645,0,77.633146,12.997561,1909,3,1,1680000000,1700000000,-89.6,GSM
404,10,7648,71851,0,77.795218,12.915394,1829,4,1,1680000000,1700000000,-98.1,LTE
404,10,6151,90698,0,77.591092,12.947185,1537,20,1,1680000000,1700000000,-93.6,UMTS
405,472,1934,11944,0,77.628625,13.075463,1010,21,1,1680000000,1700000000,-101.0,LTE
405,10,5082,71137,0,77.646148,12.837442,383,5,1,1680000000,1700000000,-85.2,UMTS
405,10,6224,58365,0,77.448097,12.780358,123,2,1,1680000000,1700000000,-108.2,GSM
405,10,1494,40263,0,77.660523,13.044731,1319,4,1,1680000000,1700000000,-84.6,LTE
405,472,9773,36443,0,77.705844,12.901615,1720,3,1,1680000000,1700000000,-94.5,UMTS
404,20,806,78180,0,77.668165,12.782675,826,4,1,1680000000,1700000000,-108.1,UMTS
404,20,7098,6769,0,77.447166,12.814669,1112,4,1,1680000000,1700000000,-99.1,LTE
404,472,9619,87328,0,77.53237,13.002455,1472,6,1,1680000000,1700000000,-94.3,LTE
405,472,6265,51296,0,77.47269,13.020588,1219,4,1,1680000000,1700000000,-97.4,GSM
405,472,2605,74509,0,77.505933,12.824327,792,1,1,1680000000,1700000000,-105.1,LTE
405,10,8990,72658,0,77.456936,12.751105,356,2,1,1680000000,1700000000,-103.0,UMTS
404,10,2352,34886,0,77.787065,12.700172,909,2,1,1680000000,1700000000,-110.8,GSM
404,10,461,82689,0,77.796238,12.939762,1806,4,1,1680000000,1700000000,-102.0,GSM
404,472,6774,15150,0,77.594367,13.031654,576,22,1,1680000000,1700000000,-96.3,GSM
404,472,817,34359,0,77.687886,12.806672,757,6,1,1680000000,1700000000,-97.6,GSM
404,10,2140,81777,0,77.483166,12.958438,299,4,1,1680000000,1700000000,-91.3,UMTS
405,10,9393,55577,0,77.660114,12.914459,923,5,1,1680000000,1700000000,-109.8,GSM
404,1,4338,78928,0,77.588018,13.122564,1202,2,1,1680000000,1700000000,-98.8,GSM
